"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"PORT REITZ","PORT REITZ WARD","United Progressive Alliance",1,"0","V-REG-00001","1","CHANGAMWE CONSTITUENCY"
"KIPEVU","KIPEVU WARD","United Progressive Alliance",2,"0","V-REG-00001","1","CHANGAMWE CONSTITUENCY"
"AIRPORT","AIRPORT WARD","United Progressive Alliance",3,"0","V-REG-00001","1","CHANGAMWE CONSTITUENCY"
"CHANGAMWE","CHANGAMWE WARD","United Progressive Alliance",4,"0","V-REG-00001","1","CHANGAMWE CONSTITUENCY"
"CHAANI","CHAANI WARD","United Progressive Alliance",5,"0","V-REG-00001","1","CHANGAMWE CONSTITUENCY"
"JOMVU KUU","JOMVU KUU WARD","United Progressive Alliance",6,"0","V-REG-00001","1","JOMVU CONSTITUENCY"
"MIRITINI","MIRITINI WARD","United Progressive Alliance",7,"0","V-REG-00001","1","JOMVU CONSTITUENCY"
"MIKINDANI","MIKINDANI WARD","United Progressive Alliance",8,"0","V-REG-00001","1","JOMVU CONSTITUENCY"
"MJAMBERE","MJAMBERE WARD","United Progressive Alliance",9,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"JUNDA","JUNDA WARD","United Progressive Alliance",10,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"BAMBURI","BAMBURI WARD","United Progressive Alliance",11,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"MWAKIRUNGE","MWAKIRUNGE WARD","United Progressive Alliance",12,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"MTOPANGA","MTOPANGA WARD","United Progressive Alliance",13,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"MAGOGONI","MAGOGONI WARD","United Progressive Alliance",14,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"SHANZU","SHANZU WARD","United Progressive Alliance",15,"0","V-REG-00001","1","KISAUNI CONSTITUENCY"
"FRERE TOWN","FRERE TOWN WARD","United Progressive Alliance",16,"0","V-REG-00001","1","NYALI CONSTITUENCY"
"ZIWA LA NG'OMBE","ZIWA LA NG'OMBE WARD","United Progressive Alliance",17,"0","V-REG-00001","1","NYALI CONSTITUENCY"
"MKOMANI","MKOMANI WARD","United Progressive Alliance",18,"0","V-REG-00001","1","NYALI CONSTITUENCY"
"KONGOWEA","KONGOWEA WARD","United Progressive Alliance",19,"0","V-REG-00001","1","NYALI CONSTITUENCY"
"KADZANDANI","KADZANDANI WARD","United Progressive Alliance",20,"0","V-REG-00001","1","NYALI CONSTITUENCY"
"MTONGWE","MTONGWE WARD","United Progressive Alliance",21,"0","V-REG-00001","1","LIKONI CONSTITUENCY"
"SHIKA ADABU","SHIKA ADABU WARD","United Progressive Alliance",22,"0","V-REG-00001","1","LIKONI CONSTITUENCY"
"BOFU","BOFU WARD","United Progressive Alliance",23,"0","V-REG-00001","1","LIKONI CONSTITUENCY"
"LIKONI","LIKONI WARD","United Progressive Alliance",24,"0","V-REG-00001","1","LIKONI CONSTITUENCY"
"TIMBWANI","TIMBWANI WARD","United Progressive Alliance",25,"0","V-REG-00001","1","LIKONI CONSTITUENCY"
"MJI WA KALE/MAKADARA","MJI WA KALE/MAKADARA WARD","United Progressive Alliance",26,"0","V-REG-00001","1","MVITA CONSTITUENCY"
"TUDOR","TUDOR WARD","United Progressive Alliance",27,"0","V-REG-00001","1","MVITA CONSTITUENCY"
"TONONOKA","TONONOKA WARD","United Progressive Alliance",28,"0","V-REG-00001","1","MVITA CONSTITUENCY"
"SHIMANZI/GANJONI","SHIMANZI/GANJONI WARD","United Progressive Alliance",29,"0","V-REG-00001","1","MVITA CONSTITUENCY"
"MAJENGO","MAJENGO WARD","United Progressive Alliance",30,"0","V-REG-00001","1","MVITA CONSTITUENCY"
"GOMBATO BONGWE","GOMBATO BONGWE WARD","United Progressive Alliance",31,"0","V-REG-00001","1","MSAMBWENI CONSTITUENCY"
"UKUNDA","UKUNDA WARD","United Progressive Alliance",32,"0","V-REG-00001","1","MSAMBWENI CONSTITUENCY"
"KINONDO","KINONDO WARD","United Progressive Alliance",33,"0","V-REG-00001","1","MSAMBWENI CONSTITUENCY"
"RAMISI","RAMISI WARD","United Progressive Alliance",34,"0","V-REG-00001","1","MSAMBWENI CONSTITUENCY"
"PONGWE/KIKONENI","PONGWE/KIKONENI WARD","United Progressive Alliance",35,"0","V-REG-00001","1","LUNGALUNGA CONSTITUENCY"
"DZOMBO","DZOMBO WARD","United Progressive Alliance",36,"0","V-REG-00001","1","LUNGALUNGA CONSTITUENCY"
"MWERENI","MWERENI WARD","United Progressive Alliance",37,"0","V-REG-00001","1","LUNGALUNGA CONSTITUENCY"
"VANGA","VANGA WARD","United Progressive Alliance",38,"0","V-REG-00001","1","LUNGALUNGA CONSTITUENCY"
"TSIMBA GOLINI","TSIMBA GOLINI WARD","United Progressive Alliance",39,"0","V-REG-00001","1","MATUGA CONSTITUENCY"
"WAA","WAA WARD","United Progressive Alliance",40,"0","V-REG-00001","1","MATUGA CONSTITUENCY"
"TIWI","TIWI WARD","United Progressive Alliance",41,"0","V-REG-00001","1","MATUGA CONSTITUENCY"
"KUBO SOUTH","KUBO SOUTH WARD","United Progressive Alliance",42,"0","V-REG-00001","1","MATUGA CONSTITUENCY"
"MKONGANI","MKONGANI WARD","United Progressive Alliance",43,"0","V-REG-00001","1","MATUGA CONSTITUENCY"
"NDAVAYA","NDAVAYA WARD","United Progressive Alliance",44,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"PUMA","PUMA WARD","United Progressive Alliance",45,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"KINANGO","KINANGO WARD","United Progressive Alliance",46,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"MACKINNON ROAD","MACKINNON ROAD WARD","United Progressive Alliance",47,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"CHENGONI/SAMBURU","CHENGONI/SAMBURU WARD","United Progressive Alliance",48,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"MWAVUMBO","MWAVUMBO WARD","United Progressive Alliance",49,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"KASEMENI","KASEMENI WARD","United Progressive Alliance",50,"0","V-REG-00001","1","KINANGO CONSTITUENCY"
"TEZO","TEZO WARD","United Progressive Alliance",51,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"SOKONI","SOKONI WARD","United Progressive Alliance",52,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"KIBARANI","KIBARANI WARD","United Progressive Alliance",53,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"DABASO","DABASO WARD","United Progressive Alliance",54,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"MATSANGONI","MATSANGONI WARD","United Progressive Alliance",55,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"WATAMU","WATAMU WARD","United Progressive Alliance",56,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"MNARANI","MNARANI WARD","United Progressive Alliance",57,"0","V-REG-00001","1","KILIFI NORTH CONSTITUENCY"
"JUNJU","JUNJU WARD","United Progressive Alliance",58,"0","V-REG-00001","1","KILIFI SOUTH CONSTITUENCY"
"MWARAKAYA","MWARAKAYA WARD","United Progressive Alliance",59,"0","V-REG-00001","1","KILIFI SOUTH CONSTITUENCY"
"SHIMO LA TEWA","SHIMO LA TEWA WARD","United Progressive Alliance",60,"0","V-REG-00001","1","KILIFI SOUTH CONSTITUENCY"
"CHASIMBA","CHASIMBA WARD","United Progressive Alliance",61,"0","V-REG-00001","1","KILIFI SOUTH CONSTITUENCY"
"MTEPENI","MTEPENI WARD","United Progressive Alliance",62,"0","V-REG-00001","1","KILIFI SOUTH CONSTITUENCY"
"MARIAKANI","MARIAKANI WARD","United Progressive Alliance",63,"0","V-REG-00001","1","KALOLENI CONSTITUENCY"
"KAYAFUNGO","KAYAFUNGO WARD","United Progressive Alliance",64,"0","V-REG-00001","1","KALOLENI CONSTITUENCY"
"KALOLENI","KALOLENI WARD","United Progressive Alliance",65,"0","V-REG-00001","1","KALOLENI CONSTITUENCY"
"MWANAMWINGA","MWANAMWINGA WARD","United Progressive Alliance",66,"0","V-REG-00001","1","KALOLENI CONSTITUENCY"
"MWAWESA","MWAWESA WARD","United Progressive Alliance",67,"0","V-REG-00001","1","RABAI CONSTITUENCY"
"RURUMA","RURUMA WARD","United Progressive Alliance",68,"0","V-REG-00001","1","RABAI CONSTITUENCY"
"KAMBE/RIBE","KAMBE/RIBE WARD","United Progressive Alliance",69,"0","V-REG-00001","1","RABAI CONSTITUENCY"
"RABAI/KISURUTINI","RABAI/KISURUTINI WARD","United Progressive Alliance",70,"0","V-REG-00001","1","RABAI CONSTITUENCY"
"GANZE","GANZE WARD","United Progressive Alliance",71,"0","V-REG-00001","1","GANZE CONSTITUENCY"
"BAMBA","BAMBA WARD","United Progressive Alliance",72,"0","V-REG-00001","1","GANZE CONSTITUENCY"
"JARIBUNI","JARIBUNI WARD","United Progressive Alliance",73,"0","V-REG-00001","1","GANZE CONSTITUENCY"
"SOKOKE","SOKOKE WARD","United Progressive Alliance",74,"0","V-REG-00001","1","GANZE CONSTITUENCY"
"JILORE","JILORE WARD","United Progressive Alliance",75,"0","V-REG-00001","1","MALINDI CONSTITUENCY"
"KAKUYUNI","KAKUYUNI WARD","United Progressive Alliance",76,"0","V-REG-00001","1","MALINDI CONSTITUENCY"
"GANDA","GANDA WARD","United Progressive Alliance",77,"0","V-REG-00001","1","MALINDI CONSTITUENCY"
"MALINDI TOWN","MALINDI TOWN WARD","United Progressive Alliance",78,"0","V-REG-00001","1","MALINDI CONSTITUENCY"
"SHELLA","SHELLA WARD","United Progressive Alliance",79,"0","V-REG-00001","1","MALINDI CONSTITUENCY"
"MARAFA","MARAFA WARD","United Progressive Alliance",80,"0","V-REG-00001","1","MAGARINI CONSTITUENCY"
"MAGARINI","MAGARINI WARD","United Progressive Alliance",81,"0","V-REG-00001","1","MAGARINI CONSTITUENCY"
"GONGONI","GONGONI WARD","United Progressive Alliance",82,"0","V-REG-00001","1","MAGARINI CONSTITUENCY"
"ADU","ADU WARD","United Progressive Alliance",83,"0","V-REG-00001","1","MAGARINI CONSTITUENCY"
"GARASHI","GARASHI WARD","United Progressive Alliance",84,"0","V-REG-00001","1","MAGARINI CONSTITUENCY"
"SABAKI","SABAKI WARD","United Progressive Alliance",85,"0","V-REG-00001","1","MAGARINI CONSTITUENCY"
"KIPINI EAST","KIPINI EAST WARD","United Progressive Alliance",86,"0","V-REG-00001","1","GARSEN CONSTITUENCY"
"GARSEN SOUTH","GARSEN SOUTH WARD","United Progressive Alliance",87,"0","V-REG-00001","1","GARSEN CONSTITUENCY"
"KIPINI WEST","KIPINI WEST WARD","United Progressive Alliance",88,"0","V-REG-00001","1","GARSEN CONSTITUENCY"
"GARSEN CENTRAL","GARSEN CENTRAL WARD","United Progressive Alliance",89,"0","V-REG-00001","1","GARSEN CONSTITUENCY"
"GARSEN WEST","GARSEN WEST WARD","United Progressive Alliance",90,"0","V-REG-00001","1","GARSEN CONSTITUENCY"
"GARSEN NORTH","GARSEN NORTH WARD","United Progressive Alliance",91,"0","V-REG-00001","1","GARSEN CONSTITUENCY"
"KINAKOMBA","KINAKOMBA WARD","United Progressive Alliance",92,"0","V-REG-00001","1","GALOLE CONSTITUENCY"
"MIKINDUNI","MIKINDUNI WARD","United Progressive Alliance",93,"0","V-REG-00001","1","GALOLE CONSTITUENCY"
"CHEWANI","CHEWANI WARD","United Progressive Alliance",94,"0","V-REG-00001","1","GALOLE CONSTITUENCY"
"WAYU","WAYU WARD","United Progressive Alliance",95,"0","V-REG-00001","1","GALOLE CONSTITUENCY"
"CHEWELE","CHEWELE WARD","United Progressive Alliance",96,"0","V-REG-00001","1","BURA CONSTITUENCY"
"HIRIMANI","HIRIMANI WARD","United Progressive Alliance",97,"0","V-REG-00001","1","BURA CONSTITUENCY"
"BANGALE","BANGALE WARD","United Progressive Alliance",98,"0","V-REG-00001","1","BURA CONSTITUENCY"
"SALA","SALA WARD","United Progressive Alliance",99,"0","V-REG-00001","1","BURA CONSTITUENCY"
"MADOGO","MADOGO WARD","United Progressive Alliance",100,"0","V-REG-00001","1","BURA CONSTITUENCY"
"FAZA","FAZA WARD","United Progressive Alliance",101,"0","V-REG-00001","1","LAMU EAST CONSTITUENCY"
"KIUNGA","KIUNGA WARD","United Progressive Alliance",102,"0","V-REG-00001","1","LAMU EAST CONSTITUENCY"
"BASUBA","BASUBA WARD","United Progressive Alliance",103,"0","V-REG-00001","1","LAMU EAST CONSTITUENCY"
"SHELLA","SHELLA WARD","United Progressive Alliance",104,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"MKOMANI","MKOMANI WARD","United Progressive Alliance",105,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"HINDI","HINDI WARD","United Progressive Alliance",106,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"MKUNUMBI","MKUNUMBI WARD","United Progressive Alliance",107,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"HONGWE","HONGWE WARD","United Progressive Alliance",108,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"WITU","WITU WARD","United Progressive Alliance",109,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"BAHARI","BAHARI WARD","United Progressive Alliance",110,"0","V-REG-00001","1","LAMU WEST CONSTITUENCY"
"CHALA","CHALA WARD","United Progressive Alliance",111,"0","V-REG-00001","1","TAVETA CONSTITUENCY"
"MAHOO","MAHOO WARD","United Progressive Alliance",112,"0","V-REG-00001","1","TAVETA CONSTITUENCY"
"BOMANI","BOMANI WARD","United Progressive Alliance",113,"0","V-REG-00001","1","TAVETA CONSTITUENCY"
"MBOGHONI","MBOGHONI WARD","United Progressive Alliance",114,"0","V-REG-00001","1","TAVETA CONSTITUENCY"
"MATA","MATA WARD","United Progressive Alliance",115,"0","V-REG-00001","1","TAVETA CONSTITUENCY"
"WUNDANYI/MBALE","WUNDANYI/MBALE WARD","United Progressive Alliance",116,"0","V-REG-00001","1","WUNDANYI CONSTITUENCY"
"WERUGHA","WERUGHA WARD","United Progressive Alliance",117,"0","V-REG-00001","1","WUNDANYI CONSTITUENCY"
"WUMINGU/KISHUSHE","WUMINGU/KISHUSHE WARD","United Progressive Alliance",118,"0","V-REG-00001","1","WUNDANYI CONSTITUENCY"
"MWANDA/MGANGE","MWANDA/MGANGE WARD","United Progressive Alliance",119,"0","V-REG-00001","1","WUNDANYI CONSTITUENCY"
"RONG'E","RONG'E WARD","United Progressive Alliance",120,"0","V-REG-00001","1","MWATATE CONSTITUENCY"
"MWATATE","MWATATE WARD","United Progressive Alliance",121,"0","V-REG-00001","1","MWATATE CONSTITUENCY"
"BURA","BURA WARD","United Progressive Alliance",122,"0","V-REG-00001","1","MWATATE CONSTITUENCY"
"CHAWIA","CHAWIA WARD","United Progressive Alliance",123,"0","V-REG-00001","1","MWATATE CONSTITUENCY"
"WUSI/KISHAMBA","WUSI/KISHAMBA WARD","United Progressive Alliance",124,"0","V-REG-00001","1","MWATATE CONSTITUENCY"
"MBOLOLO","MBOLOLO WARD","United Progressive Alliance",125,"0","V-REG-00001","1","VOI CONSTITUENCY"
"SAGALLA","SAGALLA WARD","United Progressive Alliance",126,"0","V-REG-00001","1","VOI CONSTITUENCY"
"KALOLENI","KALOLENI WARD","United Progressive Alliance",127,"0","V-REG-00001","1","VOI CONSTITUENCY"
"MARUNGU","MARUNGU WARD","United Progressive Alliance",128,"0","V-REG-00001","1","VOI CONSTITUENCY"
"KASIGAU","KASIGAU WARD","United Progressive Alliance",129,"0","V-REG-00001","1","VOI CONSTITUENCY"
"NGOLIA","NGOLIA WARD","United Progressive Alliance",130,"0","V-REG-00001","1","VOI CONSTITUENCY"
"WABERI","WABERI WARD","United Progressive Alliance",131,"0","V-REG-00001","1","GARISSA TOWNSHIP CONSTITUENCY"
"GALBET","GALBET WARD","United Progressive Alliance",132,"0","V-REG-00001","1","GARISSA TOWNSHIP CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",133,"0","V-REG-00001","1","GARISSA TOWNSHIP CONSTITUENCY"
"IFTIN","IFTIN WARD","United Progressive Alliance",134,"0","V-REG-00001","1","GARISSA TOWNSHIP CONSTITUENCY"
"BALAMBALA","BALAMBALA WARD","United Progressive Alliance",135,"0","V-REG-00001","1","BALAMBALA CONSTITUENCY"
"DANYERE","DANYERE WARD","United Progressive Alliance",136,"0","V-REG-00001","1","BALAMBALA CONSTITUENCY"
"JARA JARA","JARA JARA WARD","United Progressive Alliance",137,"0","V-REG-00001","1","BALAMBALA CONSTITUENCY"
"SAKA","SAKA WARD","United Progressive Alliance",138,"0","V-REG-00001","1","BALAMBALA CONSTITUENCY"
"SANKURI","SANKURI WARD","United Progressive Alliance",139,"0","V-REG-00001","1","BALAMBALA CONSTITUENCY"
"MODOGASHE","MODOGASHE WARD","United Progressive Alliance",140,"0","V-REG-00001","1","LAGDERA CONSTITUENCY"
"BENANE","BENANE WARD","United Progressive Alliance",141,"0","V-REG-00001","1","LAGDERA CONSTITUENCY"
"GOREALE","GOREALE WARD","United Progressive Alliance",142,"0","V-REG-00001","1","LAGDERA CONSTITUENCY"
"MAALIMIN","MAALIMIN WARD","United Progressive Alliance",143,"0","V-REG-00001","1","LAGDERA CONSTITUENCY"
"SABENA","SABENA WARD","United Progressive Alliance",144,"0","V-REG-00001","1","LAGDERA CONSTITUENCY"
"BARAKI","BARAKI WARD","United Progressive Alliance",145,"0","V-REG-00001","1","LAGDERA CONSTITUENCY"
"DERTU","DERTU WARD","United Progressive Alliance",146,"0","V-REG-00001","1","DADAAB CONSTITUENCY"
"DADAAB","DADAAB WARD","United Progressive Alliance",147,"0","V-REG-00001","1","DADAAB CONSTITUENCY"
"LABASIGALE","LABASIGALE WARD","United Progressive Alliance",148,"0","V-REG-00001","1","DADAAB CONSTITUENCY"
"DAMAJALE","DAMAJALE WARD","United Progressive Alliance",149,"0","V-REG-00001","1","DADAAB CONSTITUENCY"
"LIBOI","LIBOI WARD","United Progressive Alliance",150,"0","V-REG-00001","1","DADAAB CONSTITUENCY"
"ABAKAILE","ABAKAILE WARD","United Progressive Alliance",151,"0","V-REG-00001","1","DADAAB CONSTITUENCY"
"BURA","BURA WARD","United Progressive Alliance",152,"0","V-REG-00001","1","FAFI CONSTITUENCY"
"DEKAHARIA","DEKAHARIA WARD","United Progressive Alliance",153,"0","V-REG-00001","1","FAFI CONSTITUENCY"
"JARAJILA","JARAJILA WARD","United Progressive Alliance",154,"0","V-REG-00001","1","FAFI CONSTITUENCY"
"FAFI","FAFI WARD","United Progressive Alliance",155,"0","V-REG-00001","1","FAFI CONSTITUENCY"
"NANIGHI","NANIGHI WARD","United Progressive Alliance",156,"0","V-REG-00001","1","FAFI CONSTITUENCY"
"HULUGHO","HULUGHO WARD","United Progressive Alliance",157,"0","V-REG-00001","1","IJARA CONSTITUENCY"
"SANGAILU","SANGAILU WARD","United Progressive Alliance",158,"0","V-REG-00001","1","IJARA CONSTITUENCY"
"IJARA","IJARA WARD","United Progressive Alliance",159,"0","V-REG-00001","1","IJARA CONSTITUENCY"
"MASALANI","MASALANI WARD","United Progressive Alliance",160,"0","V-REG-00001","1","IJARA CONSTITUENCY"
"GURAR","GURAR WARD","United Progressive Alliance",161,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"BUTE","BUTE WARD","United Progressive Alliance",162,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"KORONDILE","KORONDILE WARD","United Progressive Alliance",163,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"MALKAGUFU","MALKAGUFU WARD","United Progressive Alliance",164,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"BATALU","BATALU WARD","United Progressive Alliance",165,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"DANABA","DANABA WARD","United Progressive Alliance",166,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"GODOMA","GODOMA WARD","United Progressive Alliance",167,"0","V-REG-00001","1","WAJIR NORTH CONSTITUENCY"
"WAGBERI","WAGBERI WARD","United Progressive Alliance",168,"0","V-REG-00001","1","WAJIR EAST CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",169,"0","V-REG-00001","1","WAJIR EAST CONSTITUENCY"
"BARWAGO","BARWAGO WARD","United Progressive Alliance",170,"0","V-REG-00001","1","WAJIR EAST CONSTITUENCY"
"KHOROF/HARAR","KHOROF/HARAR WARD","United Progressive Alliance",171,"0","V-REG-00001","1","WAJIR EAST CONSTITUENCY"
"ELBEN","ELBEN WARD","United Progressive Alliance",172,"0","V-REG-00001","1","TARBAJ CONSTITUENCY"
"SARMAN","SARMAN WARD","United Progressive Alliance",173,"0","V-REG-00001","1","TARBAJ CONSTITUENCY"
"TARBAJ","TARBAJ WARD","United Progressive Alliance",174,"0","V-REG-00001","1","TARBAJ CONSTITUENCY"
"WARGADUD","WARGADUD WARD","United Progressive Alliance",175,"0","V-REG-00001","1","TARBAJ CONSTITUENCY"
"ARBAJAHAN","ARBAJAHAN WARD","United Progressive Alliance",176,"0","V-REG-00001","1","WAJIR WEST CONSTITUENCY"
"HADADO/ATHIBOHOL","HADADO/ATHIBOHOL WARD","United Progressive Alliance",177,"0","V-REG-00001","1","WAJIR WEST CONSTITUENCY"
"ADAMASAJIDE","ADAMASAJIDE WARD","United Progressive Alliance",178,"0","V-REG-00001","1","WAJIR WEST CONSTITUENCY"
"GANYURE/WAGALLA","GANYURE/WAGALLA WARD","United Progressive Alliance",179,"0","V-REG-00001","1","WAJIR WEST CONSTITUENCY"
"ELDAS","ELDAS WARD","United Progressive Alliance",180,"0","V-REG-00001","1","ELDAS CONSTITUENCY"
"DELLA","DELLA WARD","United Progressive Alliance",181,"0","V-REG-00001","1","ELDAS CONSTITUENCY"
"LAKOLEY SOUTH/BASIR","LAKOLEY SOUTH/BASIR WARD","United Progressive Alliance",182,"0","V-REG-00001","1","ELDAS CONSTITUENCY"
"ELNUR/TULA TULA","ELNUR/TULA TULA WARD","United Progressive Alliance",183,"0","V-REG-00001","1","ELDAS CONSTITUENCY"
"BENANE","BENANE WARD","United Progressive Alliance",184,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"BURDER","BURDER WARD","United Progressive Alliance",185,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"DADAJA BULLA","DADAJA BULLA WARD","United Progressive Alliance",186,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"HABASSWEIN","HABASSWEIN WARD","United Progressive Alliance",187,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"LAGBOGHOL SOUTH","LAGBOGHOL SOUTH WARD","United Progressive Alliance",188,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"IBRAHIM URE","IBRAHIM URE WARD","United Progressive Alliance",189,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"DIIF","DIIF WARD","United Progressive Alliance",190,"0","V-REG-00001","1","WAJIR SOUTH CONSTITUENCY"
"TAKABA SOUTH","TAKABA SOUTH WARD","United Progressive Alliance",191,"0","V-REG-00001","1","MANDERA WEST CONSTITUENCY"
"TAKABA","TAKABA WARD","United Progressive Alliance",192,"0","V-REG-00001","1","MANDERA WEST CONSTITUENCY"
"LAGSURE","LAGSURE WARD","United Progressive Alliance",193,"0","V-REG-00001","1","MANDERA WEST CONSTITUENCY"
"DANDU","DANDU WARD","United Progressive Alliance",194,"0","V-REG-00001","1","MANDERA WEST CONSTITUENCY"
"GITHER","GITHER WARD","United Progressive Alliance",195,"0","V-REG-00001","1","MANDERA WEST CONSTITUENCY"
"BANISSA","BANISSA WARD","United Progressive Alliance",196,"0","V-REG-00001","1","BANISSA CONSTITUENCY"
"DERKHALE","DERKHALE WARD","United Progressive Alliance",197,"0","V-REG-00001","1","BANISSA CONSTITUENCY"
"GUBA","GUBA WARD","United Progressive Alliance",198,"0","V-REG-00001","1","BANISSA CONSTITUENCY"
"MALKAMARI","MALKAMARI WARD","United Progressive Alliance",199,"0","V-REG-00001","1","BANISSA CONSTITUENCY"
"KILIWEHIRI","KILIWEHIRI WARD","United Progressive Alliance",200,"0","V-REG-00001","1","BANISSA CONSTITUENCY"
"ASHABITO","ASHABITO WARD","United Progressive Alliance",201,"0","V-REG-00001","1","MANDERA NORTH CONSTITUENCY"
"GUTICHA","GUTICHA WARD","United Progressive Alliance",202,"0","V-REG-00001","1","MANDERA NORTH CONSTITUENCY"
"MOROTHILE","MOROTHILE WARD","United Progressive Alliance",203,"0","V-REG-00001","1","MANDERA NORTH CONSTITUENCY"
"RHAMU","RHAMU WARD","United Progressive Alliance",204,"0","V-REG-00001","1","MANDERA NORTH CONSTITUENCY"
"RHAMU-DIMTU","RHAMU-DIMTU WARD","United Progressive Alliance",205,"0","V-REG-00001","1","MANDERA NORTH CONSTITUENCY"
"WARGADUD","WARGADUD WARD","United Progressive Alliance",206,"0","V-REG-00001","1","MANDERA SOUTH CONSTITUENCY"
"KUTULO","KUTULO WARD","United Progressive Alliance",207,"0","V-REG-00001","1","MANDERA SOUTH CONSTITUENCY"
"ELWAK SOUTH","ELWAK SOUTH WARD","United Progressive Alliance",208,"0","V-REG-00001","1","MANDERA SOUTH CONSTITUENCY"
"ELWAK NORTH","ELWAK NORTH WARD","United Progressive Alliance",209,"0","V-REG-00001","1","MANDERA SOUTH CONSTITUENCY"
"SHIMBIR FATUMA","SHIMBIR FATUMA WARD","United Progressive Alliance",210,"0","V-REG-00001","1","MANDERA SOUTH CONSTITUENCY"
"ARABIA","ARABIA WARD","United Progressive Alliance",211,"0","V-REG-00001","1","MANDERA EAST CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",212,"0","V-REG-00001","1","MANDERA EAST CONSTITUENCY"
"NEBOI","NEBOI WARD","United Progressive Alliance",213,"0","V-REG-00001","1","MANDERA EAST CONSTITUENCY"
"KHALALIO","KHALALIO WARD","United Progressive Alliance",214,"0","V-REG-00001","1","MANDERA EAST CONSTITUENCY"
"LIBEHIA","LIBEHIA WARD","United Progressive Alliance",215,"0","V-REG-00001","1","MANDERA EAST CONSTITUENCY"
"SALA","SALA WARD","United Progressive Alliance",216,"0","V-REG-00001","1","LAFEY CONSTITUENCY"
"FINO","FINO WARD","United Progressive Alliance",217,"0","V-REG-00001","1","LAFEY CONSTITUENCY"
"LAFEY","LAFEY WARD","United Progressive Alliance",218,"0","V-REG-00001","1","LAFEY CONSTITUENCY"
"WARANQARA","WARANQARA WARD","United Progressive Alliance",219,"0","V-REG-00001","1","LAFEY CONSTITUENCY"
"ALANGO GOF","ALANGO GOF WARD","United Progressive Alliance",220,"0","V-REG-00001","1","LAFEY CONSTITUENCY"
"BUTIYE","BUTIYE WARD","United Progressive Alliance",221,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
"SOLOLO","SOLOLO WARD","United Progressive Alliance",222,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
"HEILLU/MANYATTA","HEILLU/MANYATTA WARD","United Progressive Alliance",223,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
"GOLBO","GOLBO WARD","United Progressive Alliance",224,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
"MOYALE TOWNSHIP","MOYALE TOWNSHIP WARD","United Progressive Alliance",225,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
"URAN","URAN WARD","United Progressive Alliance",226,"0","V-REG-00001","1","MOYALE CONSTITUENCY"
